BookName,Title,Author,ImageBook,CategoryId,ISBN,PublishedDate
"Applications of Dicamba (2-methoxy-3,6-dichlorobenzoic Acid) and 2,4-D (2,4-dichlorophenoxyacetic Acid) to Several Varieties of Winter Wheat (Triticum Aestivum L.) at Different Stages of Growth","Applications of Dicamba (2-methoxy-3,6-dichlorobenzoic Acid) and 2,4-D (2,4-dichlorophenoxyacetic Acid) to Several Varieties of Winter Wheat (Triticum Aestivum L.) at Different Stages of Growth",Donald Joseph Oleniczak,http://books.google.com/books/content?id=kg9Mhoby264C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Dicamba,,1977
Boot and Shoe Recorder,Boot and Shoe Recorder,,http://books.google.com/books/content?id=K8VU3YrQtI0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Footwear,,1947
Chilton's Truck Repair Manual,Chilton's Truck Repair Manual,Chilton Book Company. Automotive Editorial Department,http://books.google.com/books/content?id=PspQAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Trucks,,1974
"Journal of Applied Science, and Record of Progress in the Industrial Arts","Journal of Applied Science, and Record of Progress in the Industrial Arts",,http://books.google.com/books/content?id=K5btLv8WweUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Industrial arts,,1873
"Automotive Industries, the Automobile","Automotive Industries, the Automobile",,http://books.google.com/books/content?id=apcSAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobile industry and trade,,1923
Automotive Industries,Automotive Industries,,http://books.google.com/books/content?id=pBxQAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Aeronautics,,1923
Brake Service,Brake Service,,http://books.google.com/books/content?id=sdeGEg8LSmoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,,1942
Motor Age,Motor Age,,http://books.google.com/books/content?id=uYRDAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobile industry and trade,,1922
"Automotive Suspensions, Steering, and Wheel Alignment","Automotive Suspensions, Steering, and Wheel Alignment",Irving Augustus Frazee,http://books.google.com/books/content?id=VnJTAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,,1955
Weed Technology,Weed Technology,,http://books.google.com/books/content?id=-VYmAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Herbicides,,2000
Popular Science Monthly and World Advance,Popular Science Monthly and World Advance,,http://books.google.com/books/content?id=BrgCAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Science,,1967
Recreational Sports,Recreational Sports,Clifford Lee Brownell,http://books.google.com/books/content?id=YJ0dfp6j1ksC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sports,0871910195,1969
Spring Boot 2.0 Cookbook,Spring Boot 2.0 Cookbook,Alex Antonov,http://books.google.com/books/content?id=-OhODwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781787123670,2018-02-26
Chilton's Import Car Repair Manual,Chilton's Import Car Repair Manual,"Chilton Automotive Editorial Staff, Chilton Book Company",http://books.google.com/books/content?id=I-P6GLDNmNMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Automobiles, Foreign",0801968186,1979
"Chilton's Auto Repair Manual, 1991","Chilton's Auto Repair Manual, 1991",Chilton Book Company,http://books.google.com/books/content?id=8L5ZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,080197903X,1990
Automotive Brake Systems,Automotive Brake Systems,,http://books.google.com/books/content?id=hJbBhcd5zAoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Technology & Engineering,0130510793,1991
"Automotive Transmissions and Power Trains; Construction, Operation, and Maintenance","Automotive Transmissions and Power Trains; Construction, Operation, and Maintenance",William Harry Crouse,http://books.google.com/books/content?id=5XJGAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Technology & Engineering,,1971
Dictionnaire anglais-français et français-anglais,Dictionnaire anglais-français et français-anglais,,http://books.google.com/books/content?id=qyNbPIfXGKwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1881
Product Engineering,Product Engineering,,http://books.google.com/books/content?id=7iwbx1pMiIUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Manufactures,,1944
Motor's Auto Repair Manual,Motor's Auto Repair Manual,"Motor (New York, N.Y.)",http://books.google.com/books/content?id=_lHP0ayxVx0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,0910992037,1971
Chilton Buick/Oldsmobile Pontiac,Chilton Buick/Oldsmobile Pontiac,Chilton Book Company,http://books.google.com/books/content?id=F1CE530Hc-UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,0801980399,1990
The Automotive Manufacturer,The Automotive Manufacturer,,http://books.google.com/books/content?id=7gQ7AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Automobiles,,1872
Good Housekeeping,Good Housekeeping,,http://books.google.com/books/content?id=Zewg1FI6FL8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Home economics,,1968
Progress Report,Progress Report,,http://books.google.com/books/content?id=vDJLAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,1956
Automobile Fundamentals,Automobile Fundamentals,"Ray Forest Kuns, Tom C. Plumridge",http://books.google.com/books/content?id=t-ZQAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,,1947
Chilton's Import Car Manual 1980-1987,Chilton's Import Car Manual 1980-1987,,http://books.google.com/books/content?id=_cDl-k7Sln4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,,0801976723,
Automotive Digest,Automotive Digest,,http://books.google.com/books/content?id=JmtVM19_EK8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,,1945
Chilton's Import Car Repair Manual 1985,Chilton's Import Car Repair Manual 1985,,http://books.google.com/books/content?id=ro2cVHC-4uAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,0801974739,1984
Chilton Book Company Repair & Tune-up Guide,Chilton Book Company Repair & Tune-up Guide,,http://books.google.com/books/content?id=09t8cNsCoa8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Transportation,0801979463,1989
Chilton's Automobile Repair Manual,Chilton's Automobile Repair Manual,,http://books.google.com/books/content?id=jgMSAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,,1967
Chilton's Auto Service Manual,Chilton's Auto Service Manual,,http://books.google.com/books/content?id=ZW4bAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,,1998
Hilgardia,Hilgardia,,http://books.google.com/books/content?id=VRMkAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Agriculture,,1985
Automotive Chassis Systems,Automotive Chassis Systems,James D. Halderman,http://books.google.com/books/content?id=QIBTAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Technology & Engineering,,1996
Volkswagen Vanagon,Volkswagen Vanagon,,http://books.google.com/books/content?id=1wnZDJlQ4hgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Transportation,0837603366,1991
Guidebook Field Trip,Guidebook Field Trip,West Texas Geological Society,http://books.google.com/books/content?id=QyzwAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Geology,,1986
Watch Adjustment,Watch Adjustment,Hans Jendritzki,http://books.google.com/books/content?id=lpP4qohbCwgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Clocks and watches,,1963
Chilton's Truck and Van Repair Manual,Chilton's Truck and Van Repair Manual,,http://books.google.com/books/content?id=-pYrAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Trucks,,1986
Chilton's Auto Repair Manual,Chilton's Auto Repair Manual,,http://books.google.com/books/content?id=uvsRAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,,1954
The Canadian Patent Office Record,The Canadian Patent Office Record,,http://books.google.com/books/content?id=92wnX3fp1vkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Copyright,,1968
Motor's Truck & Tractor Repair Manual,Motor's Truck & Tractor Repair Manual,,http://books.google.com/books/content?id=NpJTAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Diesel motor,,1971
"eBook Automotive Mechanics, Revised Edition","eBook Automotive Mechanics, Revised Edition","MAY, SIMPSON",http://books.google.com/books/content?id=hr3GEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Transportation,9781760427146,2023-05-21
Gazette Du Bureau Des Brevets,Gazette Du Bureau Des Brevets,Canada. Patent Office,http://books.google.com/books/content?id=ovA9_Wm8hC0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Copyright,,
Vehicle-in-use System Safety Analysis. Volume III: Safety Analysis of Braking System. Final Report,Vehicle-in-use System Safety Analysis. Volume III: Safety Analysis of Braking System. Final Report,,http://books.google.com/books/content?id=xOlwnC6U48UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,1970
Motor Auto Repair Manual,Motor Auto Repair Manual,,http://books.google.com/books/content?id=qppTAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,,1973
Fix-it-yourself Auto Repair Manual,Fix-it-yourself Auto Repair Manual,Popular Mechanics Magazine (Firm),http://books.google.com/books/content?id=xVm5OXij75gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,,1955
Popular Mechanics Magazine,Popular Mechanics Magazine,,http://books.google.com/books/content?id=d0jWAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Industrial arts,,1954
Picture Post,Picture Post,,http://books.google.com/books/content?id=bFs71u86e88C&printsec=frontcover&img=1&zoom=1&source=gbs_api,English periodicals,,1949
General Catalogue,General Catalogue,"Dempster Mill Manufacturing Co., Beatrice, Neb",http://books.google.com/books/content?id=mEExAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,1912
Du Pont Magazine,Du Pont Magazine,,http://books.google.com/books/content?id=ivz9eEomX90C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Chemical industry,,1923
"Census, 1931","Census, 1931",Great Britain,http://books.google.com/books/content?id=Pg5JvdqDq1MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Great Britain,,1934
Official Gazette of the United States Patent Office,Official Gazette of the United States Patent Office,,http://books.google.com/books/content?id=VeAIohZF6pwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Patents,,1902
Upper Green Bay Basin Water Quality Management Plan,Upper Green Bay Basin Water Quality Management Plan,"Dreux J. Watermolen, Wisconsin. Department of Natural Resources",http://books.google.com/books/content?id=xDJnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Green Bay (Wis. and Mich.),,1993
Truck and Trailer Systems (PB),Truck and Trailer Systems (PB),Mike Thomas,http://books.google.com/books/content?id=v7DlCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Architecture,9780071809542,2013-10-22
Appendix to the Journals of the House of Representatives of New Zealand,Appendix to the Journals of the House of Representatives of New Zealand,New Zealand. Parliament. House of Representatives,http://books.google.com/books/content?id=juI_AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,New Zealand,,1886
Holstein-Friesian Herd-book,Holstein-Friesian Herd-book,Holstein-Friesian Association of America,http://books.google.com/books/content?id=TqVOAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Cattle,,1976
The Warblers of America,The Warblers of America,"Ludlow Griscom, Alexander Sprunt",http://books.google.com/books/content?id=JdNFAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Nature,,1979
1993 Mitchell Domestic Light Trucks & Vans Service & Repair,1993 Mitchell Domestic Light Trucks & Vans Service & Repair,Mitchell International,http://books.google.com/books/content?id=41y92S2B7AAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Jeep automobile,084700967X,1993
Paper,Paper,,http://books.google.com/books/content?id=HG1SAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Mechanical engineering,,1982
Beginning Spring Boot 3,Beginning Spring Boot 3,"K. Siva Prasad Reddy, Sai Upadhyayula",,,1484287932,2023
Machine Design,Machine Design,,http://books.google.com/books/content?id=rqg3AVAeUt8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,CD-ROMs,,1963
Techniques for Wildlife Investigations and Management,Techniques for Wildlife Investigations and Management,"Clait E. Braun, Wildlife Society",http://books.google.com/books/content?id=EgEoAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Habitat conservation,,2005
Mitchell Transmission Service & Repair,Mitchell Transmission Service & Repair,"Mitchell, Mitchell Information Services",http://books.google.com/books/content?id=uCz6Z8klj3YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,0847012034,1986
The Journal of Raptor Research,The Journal of Raptor Research,,http://books.google.com/books/content?id=0pNKAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Birds of prey,,1990
California Alfalfa Symposium,California Alfalfa Symposium,,http://books.google.com/books/content?id=Ltq4CBzbzPYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,2002
"Mitsubishi Cars and Trucks, 1983-89","Mitsubishi Cars and Trucks, 1983-89","Chilton Automotive Books, Chilton Automotive Editorial Staff, Chilton",http://books.google.com/books/content?id=s2xF4KJ9tB8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Transportation,0801979471,1990-08
A Supplement to the Oxford English Dictionary,A Supplement to the Oxford English Dictionary,R. W. Burchfield,http://books.google.com/books/content?id=3mtXAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,English language,,1972
"Automotive Suspensions, Steering, Alignment, and Brakes","Automotive Suspensions, Steering, Alignment, and Brakes","Walter E. Billiet, Walter Alley",http://books.google.com/books/content?id=D3JTAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobiles,,1969
EBOOK Automotive Mechanics,EBOOK Automotive Mechanics,"Ed May, Les Simpson",http://books.google.com/books/content?id=uh1iDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Transportation,9781760421526,2018-06-18
"GSEC GIAC Security Essentials Certification All-in-One Exam Guide, Second Edition","GSEC GIAC Security Essentials Certification All-in-One Exam Guide, Second Edition",Ric Messier,http://books.google.com/books/content?id=X-uiDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781260453218,2019-08-02
Design Patterns Explained,Design Patterns Explained,"Alan Shalloway, James Trott",http://books.google.com/books/content?id=JPOaP7cyk6wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780201715941,2002
Design Patterns,Design Patterns,"Erich Gamma, Richard Helm, Ralph Johnson, John Vlissides",http://books.google.com/books/content?id=6oHuKQe3TjQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780321700698,1994-10-31
Design Patterns with Java,Design Patterns with Java,Olaf Musch,http://books.google.com/books/content?id=kQmtEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9783658398293,2023-02-09
Mastering Design Patterns in Java,Mastering Design Patterns in Java,Aditya Pratap Bhuyan,http://books.google.com/books/content?id=oq8pEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,2024-10-15
OSS Design Patterns,OSS Design Patterns,"Colin Ashford, Pierre Gauthier",http://books.google.com/books/content?id=OrJb_dTva5cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9783642013966,2009-07-24
Real-time Design Patterns,Real-time Design Patterns,Bruce Powel Douglass,http://books.google.com/books/content?id=drlsKjcw3xQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,0201699567,2003
CI/CD Design Patterns,CI/CD Design Patterns,"Garima Bajpai, Michel Schildmeijer, Muktesh Mishra, Pawel Piwosz",http://books.google.com/books/content?id=aykyEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781835889657,2024-12-13
Design Patterns in .NET,Design Patterns in .NET,Timur Yaroshenko,http://books.google.com/books/content?id=xAjvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9789355517821,2024-01-19
Head First Design Patterns,Head First Design Patterns,"Eric Freeman, Elisabeth Robson",http://books.google.com/books/content?id=Lw8LEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781492077978,2020-11-24
Beginning SOLID Principles and Design Patterns for ASP.NET Developers,Beginning SOLID Principles and Design Patterns for ASP.NET Developers,Bipin Joshi,http://books.google.com/books/content?id=IND7CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781484218488,2016-04-08
Kubernetes Design Patterns and Extensions,Kubernetes Design Patterns and Extensions,Onur Yılmaz,http://books.google.com/books/content?id=CdJwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781789615111,2018-09-27
ActionScript 3.0 Design Patterns,ActionScript 3.0 Design Patterns,"William Sanders, Chandima Cumaranatunge",http://books.google.com/books/content?id=lgk0Q7pMmLYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780596554842,2007-07-16
Design Patterns in C#,Design Patterns in C#,Vaskaran Sarcar,http://books.google.com/books/content?id=63hhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781484236406,2018-06-21
Hands-On Design Patterns with Python,Hands-On Design Patterns with Python,Aditya Pratap Bhuyan,http://books.google.com/books/content?id=B_RMEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,2025-03-07
.NET 7 Design Patterns In-Depth,.NET 7 Design Patterns In-Depth,Vahid Farahmandian,http://books.google.com/books/content?id=kCbKEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9789355518729,2023-07-07
Spring 5 Design Patterns,Spring 5 Design Patterns,", Dinesh Rajput",http://books.google.com/books/content?id=ExlKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781788299596,2017-10-06
Stable Design Patterns for Software and Systems,Stable Design Patterns for Software and Systems,Mohamed Fayad,http://books.google.com/books/content?id=y6QzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781351645676,2017-09-01
Learning PHP Design Patterns,Learning PHP Design Patterns,William B. Sanders,http://books.google.com/books/content?id=C3NjONZuoAMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781449344917,2013
Mastering Python Design Patterns,Mastering Python Design Patterns,"Kamon Ayeva, Sakis Kasampalis",http://books.google.com/books/content?id=K_wJEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781837637652,2024-05-31
Pro CSS and HTML Design Patterns,Pro CSS and HTML Design Patterns,Michael Bowers,http://books.google.com/books/content?id=vWndRnpRdDIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781430203919,2007-10-05
Design Patterns for Embedded Systems in C,Design Patterns for Embedded Systems in C,Bruce Powel Douglass,http://books.google.com/books/content?id=UnpIKZmodSAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780080959719,2010-11-03
Software Architecture Design Patterns in Java,Software Architecture Design Patterns in Java,Partha Kuchana,http://books.google.com/books/content?id=Cll5AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781135506117,2004-04-27
Pro Objective-C Design Patterns for iOS,Pro Objective-C Design Patterns for iOS,Carlo Chung,http://books.google.com/books/content?id=8RFuNjBg5EsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781430233312,2011-08-28
"Guide to the Unified Process featuring UML, Java and Design Patterns","Guide to the Unified Process featuring UML, Java and Design Patterns",John Hunt,http://books.google.com/books/content?id=p9gRBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781852338565,2006-04-18
An An Atypical ASP.NET Core 5 Design Patterns Guide,An An Atypical ASP.NET Core 5 Design Patterns Guide,Carl-Hugo Marcotte,http://books.google.com/books/content?id=NOQREAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781789340655,2020-12-31
Python: Master the Art of Design Patterns,Python: Master the Art of Design Patterns,"Dusty Phillips, Chetan Giridhar, Sakis Kasampalis",http://books.google.com/books/content?id=poNcDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781787123403,2016-09-30
Professional Design Patterns in VB .NET,Professional Design Patterns in VB .NET,"Chaur Wu, Tom Fischer, Peter Stromquist, John Slater",http://books.google.com/books/content?id=WZ4MbctzpW8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781430207832,2008-01-01
Hands-On RESTful API Design Patterns and Best Practices,Hands-On RESTful API Design Patterns and Best Practices,"Harihara Subramanian, Pethuru Raj",http://books.google.com/books/content?id=dGSGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781788998581,2019-01-31
Practical Design Patterns for Teaching and Learning with Technology,Practical Design Patterns for Teaching and Learning with Technology,"Yishay Mor, Harvey Mellar, Steven Warburton, Niall Winters",http://books.google.com/books/content?id=V_gsBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Education,9789462095304,2014-05-08
Hands-On Design Patterns and Best Practices with Julia,Hands-On Design Patterns and Best Practices with Julia,Tom Kwong,http://books.google.com/books/content?id=bTXLDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781838646615,2020-01-17
"Project Design Patterns: 32 Patterns of Practical Knowledge for Producers, Project Managers, and Those Involved in Launching New Businesses","Project Design Patterns: 32 Patterns of Practical Knowledge for Producers, Project Managers, and Those Involved in Launching New Businesses","Takashi Iba, Fumio Kajiwara",http://books.google.com/books/content?id=wViIDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Business & Economics,9780359325993,2019-01-14
API Design Patterns,API Design Patterns,JJ Geewax,http://books.google.com/books/content?id=XWU0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781617295850,2021-07-20
Design Pattern Formalization Techniques,Design Pattern Formalization Techniques,"Taibi, Toufik",http://books.google.com/books/content?id=lQH6Ejk9OwUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781599042213,2007-04-30
TypeScript Design Patterns,TypeScript Design Patterns,Vilic Vane,http://books.google.com/books/content?id=kabWDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781785882289,2016-08-29
Learning JavaScript Design Patterns,Learning JavaScript Design Patterns,Addy Osmani,http://books.google.com/books/content?id=L46fX62D5qYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781449334871,2012-07-08
C# 3.0 Design Patterns,C# 3.0 Design Patterns,Judith Bishop,http://books.google.com/books/content?id=pD2XMZLGUAYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780596551445,2007-12-10
A Design Pattern Oriented Programming Environment,A Design Pattern Oriented Programming Environment,Normen Seemann,http://books.google.com/books/content?id=Voc9AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9783832419127,2014-04-01
SOA Design Patterns,SOA Design Patterns,Thomas Erl,http://books.google.com/books/content?id=Kgng8I2gVH4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780138158194,2008-12-31
MapReduce Design Patterns,MapReduce Design Patterns,"Donald Miner, Adam Shook",http://books.google.com/books/content?id=QK9FCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781449341992,2012-11-21
Software Engineering Design,Software Engineering Design,Carlos Otero,http://books.google.com/books/content?id=UgN-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781466565869,2016-04-19
Cocoa Design Patterns,Cocoa Design Patterns,"Erik Buck, Donald Yacktman",http://books.google.com/books/content?id=SfejUKakxVoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780321591203,2009-09-01
"Handbook of Research on Learning Design and Learning Objects: Issues, Applications, and Technologies","Handbook of Research on Learning Design and Learning Objects: Issues, Applications, and Technologies","Lockyer, Lori, Bennett, Sue, Agostinho, Shirley, Harper, Barry",http://books.google.com/books/content?id=XntcMOB_0HEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Business & Economics,9781599048628,2008-07-31
Java Design Patterns,Java Design Patterns,James William Cooper,http://books.google.com/books/content?id=SrJRu8T69FcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,0201485397,2000
The Web Designer's Roadmap,The Web Designer's Roadmap,Giovanni DiFeterici,http://books.google.com/books/content?id=MczDEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781457191985,2012-08-29
Java for Artists,Java for Artists,"Rick Miller, Raffi Kasparian",http://books.google.com/books/content?id=AcI6_aBD17sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781932504057,2006
"Human-Computer Interaction: Human-Centred Design Approaches, Methods, Tools and Environments","Human-Computer Interaction: Human-Centred Design Approaches, Methods, Tools and Environments",Masaaki Kurosu,http://books.google.com/books/content?id=6Ei6BQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9783642392320,2013-07-03
Transactions on Pattern Languages of Programming II,Transactions on Pattern Languages of Programming II,"Paris Avgeriou, James Noble, Neil B. Harrison, Ralph Johnson, Uwe Zdun",http://books.google.com/books/content?id=FrSTyx7U4MMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Business & Economics,9783642194313,2011-03-17
Strategic Information Technology and Portfolio Management,Strategic Information Technology and Portfolio Management,"Tan, Albert Wee Kwan, Theodorou, Petros",http://books.google.com/books/content?id=hdrgyMlQT-4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781599046891,2009-03-31
Māori Design Principles versus Western Design Principles - comparing and contrasting.,Māori Design Principles versus Western Design Principles - comparing and contrasting.,William Van Zyl,http://books.google.com/books/content?id=98ffEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Architecture,,2023-10-28
Proceedings of the 4th Australasian Conference on Interactive Entertainment,Proceedings of the 4th Australasian Conference on Interactive Entertainment,"Martin Gibbs, Larissa Hjorth, Australasian Conference on Interactive Entertainment",http://books.google.com/books/content?id=ENJD3-p25eAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computer science,9781921166877,2007
"Encyclopedia of Information Science and Technology, Second Edition","Encyclopedia of Information Science and Technology, Second Edition","Khosrow-Pour, Mehdi",http://books.google.com/books/content?id=wa29AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Business & Economics,9781605660271,2008-10-31
Advances in Information and Communication,Advances in Information and Communication,Kohei Arai,http://books.google.com/books/content?id=sWqxEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Technology & Engineering,9783031280733,2023-03-01
